Language	ISO 639-3	hh.bib key	ideophone (prop)	ideophone (freq)	all (freq)	idêophone (prop)	idêophone (freq)	all (freq)
Kwamera	tnk	s:LindstromLynch:Kwamera	0	0	12787	0	0	12787
Lenakel	tnl	s:Lynch:Lenakel:1971	0	0	9656	0	0	9656
Lenakel	tnl	s:Lynch:Lenakel	0	0	44416	0	0	44416
Tabla	tnm	wtyp:Abisayetal:Tabla	0	0	12642	0	0	12642
Tabla	tnm	typ:CollierGregerson:Tabla	0	0	6708	0	0	6708
Whitesands	tnp	s:Hammond:Whitesands	0	0	33854	0	0	33854
Whitesands	tnp	styp:Hammond:Whitesands	1.10E-05	1	91037	0	0	91037
Whitesands	tnp	s:Gray:Tanna	0	0	63031	0	0	63031
Whitesands	tnp	typ:HammondMatic:Whitesands:Anaphora	0	0	1549	0	0	1549
Tontemboan	tnt	g:Schwarzetal:Tontemboansch	0	0	155253	0	0	155253
Tontemboan	tnt	s:Rattu:Tontemboan	0	0	26036	0	0	26036
Tontemboan	tnt	s:Ticoalu:Tontemboan	0	0	13927	0	0	13927
Maniq	tnz	styp:Wnuk:Maniq	2.14E-05	2	93254	0	0	93254
Maniq	tnz	typ:Wnuk:Maniq	2.14E-05	2	93307	0	0	93307
Toba	tob	sd:Ducci:Tobas	0	0	1188	0	0	1188
Toba	tob	g:Messineo:Toba	0	0	91333	0	0	91333
Toba	tob	s:Klein:Toba	0	0	39085	0	0	39085
Toba	tob	g:Lafone:Toba	0	0	86576	0	0	86576
Toba	tob	s:Susnik:Toba	0	0	2089	0	0	2089
Coyutla Totonac	toc	g:Troiani:Totonaque	0	0	5281	0	0	5281
Toma	tod	s:Wilhoit:Loma	0	0	44997	0	0	44997
Gitonga	toh	g:Lanham:Gitonga	0.000363863	31	85197	0	0	85197
Tonga (Zambia)	toi	typ:Chiyonga:Tonga	0.00020286	6	29577	0	0	29577
Tonga (Zambia)	toi	g:Fell:Tonga	0	0	55330	0	0	55330
Tonga (Zambia)	toi	s:Carter:Chitonga	0.000103402	2	19342	0	0	19342
Tojolabal	toj	styp:Gomez:Tojolabal	0	0	52282	0	0	52282
Tojolabal	toj	g:Furbee-Losee:Tojolabal	0	0	89884	0	0	89884
Tolowa-Chetco	tol	g:Bommelyn:Tolowa	0	0	8837	0	0	8837
Tolowa-Chetco	tol	s:Bommelyn:Tolowa	0	0	912	0	0	912
Tombulu	tom	st:WilkenNiemann:Tombulu	0	0	43463	0	0	43463
Tonga (Tonga Islands)	ton	s:Martin:Tonga	0	0	505	0	0	505
Tonga (Tonga Islands)	ton	g:Ball:Tongan	0	0	158756	0	0	158756
Tonga (Tonga Islands)	ton	g:Churchward:Tongan	0	0	100763	0	0	100763
Tonga (Tonga Islands)	ton	typ:Custis:Tongan	0	0	44051	0	0	44051
Tonga (Tonga Islands)	ton	g:Morton:Tongan	0	0	109201	0	0	109201
Tonga (Tonga Islands)	ton	s:Tchekhoff:Tongan	0	0	109446	0	0	109446
Tonga (Tonga Islands)	ton	es:MarinerMartin:Tonga	0	0	152521	0	0	152521
Tonga (Tonga Islands)	ton	g:Churchward:Tongan:1985	0	0	100964	0	0	100964
Xicotepec De Juárez Totonac	too	g:Reid:Totonaca-Xicotepec	0	0	28149	0	0	28149
Xicotepec De Juárez Totonac	too	sd:ReidBishop:Totonaco-Xicotepec	0	0	214851	0	0	214851
Xicotepec De Juárez Totonac	too	g:Reid:Totonac:1968	0	0	75195	0	0	75195
Papantla Totonac	top	s:Levy:Totonaco	0	0	28125	0	0	28125
Papantla Totonac	top	sd:Garcia:Totonaco	0	0	53195	0	0	53195
Toposa	toq	styp:Schroder:Toposa	1.76E-05	1	56970	0	0	56970
Togbo-Vara Banda	tor	sd:Cotel:Banda	0	0	36732	0	0	36732
Highland Totonac	tos	g:McQuown:Totonaca	0	0	73997	0	0	73997
Upper Taromi	tov	s:Yarshater:Tarom	0	0	7576	0	0	7576
Towa	tow	s:Myers:Towa	0	0	10396	0	0	10396
Towa	tow	g:Yumitani:Jemez	0	0	64262	0	0	64262
Towa	tow	g:Sprott:Jemez	0	0	84501	0	0	84501
Topoiyo	toy	sd:Nurhayati:Topoiyo	0	0	15160	0	0	15160
To	toz	typ:Noss:To	0.000259336	1	3856	0	0	3856
Azoyú Me'phaa	tpc	typ:Wichmann:Tlapanec-Cases	0	0	6160	0	0	6160
Tippera	tpe	s:Chakraborty:Tipra	0	0	30910	0	0	30910
Kula (Indonesia)	tpg	typ:Donohue:Tanglapui	0	0	6381	0	0	6381
Kula (Indonesia)	tpg	s:Williams:Kula	0	0	115068	0	0	115068
Kula (Indonesia)	tpg	styp:Williams:Kula	0	0	70664	0	0	70664
Tok Pisin	tpi	s:BajaoDicks:TokPisin	0	0	25242	0	0	25242
Tok Pisin	tpi	g:Verhaar:TokPisin	0	0	205527	0	0	205527
Tok Pisin	tpi	sd:Murphy:Pidgin-English	0	0	43678	0	0	43678
Tok Pisin	tpi	g:DuttonThomas:Tok-Pisin	0	0	142436	0	0	142436
Tok Pisin	tpi	s:Laycock:Lowlands	0	0	36955	0	0	36955
Tok Pisin	tpi	g:Mihalic:Jacaranda	0	0	129157	0	0	129157
Tok Pisin	tpi	s:Woolford:TokPisin:1979	0	0	36098	0	0	36098
Tok Pisin	tpi	s:Woolford:TokPisin	0	0	36345	0	0	36345
Tok Pisin	tpi	s:Diackovetal:Tok-Pisin	0	0	2243	0	0	2243
Tok Pisin	tpi	s:Kusoffsky:TokPisin	0	0	24926	0	0	24926
Tok Pisin	tpi	g:Dutton:Tok-Pisin	0	0	252827	0	0	252827
Tok Pisin	tpi	s:Smith:Tok-Pisin	0	0	8630	0	0	8630
Tok Pisin	tpi	ssoc:Goulden:Tok-Pisin	0	0	73382	0	0	73382
Tok Pisin	tpi	sv:Mansilla:Tok-Pisin	0	0	65563	0	0	65563
Tok Pisin	tpi	s:SmithSiegel:Tok-Pisin	0	0	5923	0	0	5923
Tok Pisin	tpi	g:WurmMuhlhausler:TokPisin	0	0	197247	0	0	197247
Tok Pisin	tpi	s:Wurm:Highlands	0	0	63970	0	0	63970
Tok Pisin	tpi	typ:Simons:Pidgins-Solomon-Papua	0	0	10869	0	0	10869
Tok Pisin	tpi	s:Sadler:NGPidgin	0	0	42995	0	0	42995
Tapieté	tpj	g:Gonzalez:Tapiete	0	0	123224	0	0	123224
Tupinambá	tpn	s:Anchieta:Geral:1595	0	0	28101	0	0	28101
Tupinambá	tpn	s:Platzmann:Brasilianischen	0	0	505	0	0	505
Tupinambá	tpn	g:Barbosa:Tupi	0	0	136433	0	0	136433
Tupinambá	tpn	s:Figueira:Brasil	0	0	24020	0	0	24020
Tupinambá	tpn	s:Figueira:Brasilica	0	0	54497	0	0	54497
Tupinambá	tpn	s:Sampaio:Tupi	0	0	145	0	0	145
Tukpa	tpq	s:Sharma:Nyamkad	0	0	26978	0	0	26978
Tuparí	tpr	s:RodriguesCaspar:Tupari	5.29E-05	1	18906	0	0	18906
Tuparí	tpr	s:RodriguesCaspar:Tupari:2017	0	0	23200	0	0	23200
Tlachichilco Tepehua	tpt	typ:Watters:Tepehua:Verb	0	0	41620	0	0	41620
Tlachichilco Tepehua	tpt	g:Watters:Tepehua	0	0	142943	0	0	142943
Tupí	tpw	g:Navarro:Tupi-Antigo	0	0	92629	0	0	92629
Acatepec Me'phaa	tpx	s:Radin:Tlapanec	0	0	16169	0	0	16169
Trumai	tpy	g:Guirardello:Trumai	0	0	128892	0	0	128892
Trumai	tpy	g:Monod-Bequelin:Trumai	0	0	71861	0	0	71861
Trumai	tpy	typ:Monod:Trumai:Ergative	0	0	7167	0	0	7167
Trumai	tpy	s:Guirardello:Trumai	0	0	111265	0	0	111265
Tenetehara	tqb	s:Castro:Tenetehara	0	0	18104	0	0	18104
Tenetehara	tqb	s:Duarte:Tembe	0	0	54702	0	0	54702
Tenetehara	tqb	typ:Carreira:Tembe-Guajajara	0	0	32126	0	0	32126
Tenetehara	tqb	s:deCarvalho:Tembe	0	0	30142	0	0	30142
Tenetehara	tqb	typ:Duarte:Tenetehara	0	0	109842	0	0	109842
Tenetehara	tqb	sv:daSilva:Tenetehara	0	0	201025	0	0	201025
Tenetehara	tqb	typ:Duarte:Tembe	0	0	11290	0	0	11290
Tenetehara	tqb	s:Bendor-Samuel:Guajajara	0	0	53286	0	0	53286
Tenetehara	tqb	s:Rice:Tembe	0	0	30646	0	0	30646
Tunni	tqq	g:Tosco:AfTunni	3.05E-05	2	65648	0	0	65648
Touo	tqu	s:Frahm:Baniata	0	0	27707	0	0	27707
Tonkawa	tqw	g:Hoijer:Tonkawa	0	0	266570	0	0	266570
Tonkawa	tqw	s:Hoijer:Tonkawa	0	0	198929	0	0	198929
Tonkawa	tqw	s:Gatschet:Tonkawa	0	0	8634	0	0	8634
Tonkawa	tqw	typ:Noske:Syllabification	0	0	102927	0	0	102927
Tirahi	tra	s:Morgenstierne:Tirahi	0	0	9269	0	0	9269
Copala Triqui	trc	typ:Hollenbach:Copala-Trique-Verb	0	0	4565	0	0	4565
Copala Triqui	trc	s:HollenbachHollenbach:Trique	0	0	29563	0	0	29563
Copala Triqui	trc	g:Hollenbach:Copala-Trique	0	0	62876	0	0	62876
Copala Triqui	trc	g:EricksondeHollenbach:Triqui	0	0	18323	0	0	18323
Trinidadian Creole English	trf	s:JamesYoussef:Trinidad-Tobago	0	0	8507	0	0	8507
Trinidadian Creole English	trf	s:Muhleisen:Trinidad-English-Creole	0	0	5923	0	0	5923
Lishán Didán	trg	g:Khan:Neo-Aramaic-Urmi	0	0	168843	0	0	168843
Lishán Didán	trg	gt:Garbell:Neo-Aramaic	0	0	180233	0	0	180233
Trió	tri	g:Carlin:Trio	0.00021579	47	217804	0	0	217804
Trió	tri	g:Meira:Tiriyo	0.000105213	24	228109	0	0	228280
Trinitario	trn	s:Rose:Trinitario	0	0	200754	0	0	200754
Tarao	tro	g:Singh:Tarao	0	0	18214	0	0	18214
Kok Borok	trp	s:Subbarao:Kokborok	0	0	6959	0	0	6959
Kok Borok	trp	s:Pai:Kokborok	0	0	25124	0	0	25124
Kok Borok	trp	typ:Tripura:Kokborok	0	0	22733	0	0	22733
Kok Borok	trp	s:Jacquesson:Agartala	0	0	28247	0	0	28247
San Martín Itunyoso Triqui	trq	typ:DiCanio:Itunyoso-Trique:Tonal-Classes	8.14E-06	1	122832	0	0	122832
Taushiro	trr	s:Alicea:Taushiro	0	0	39568	0	0	39568
Taushiro	trr	typ:Perez:Taushiro	0	0	19597	0	0	19597
Chicahuaxtla Triqui	trs	phontyp:Hernandez:Triqui-Chicahuaxtla	0	0	89403	0	0	89403
Chicahuaxtla Triqui	trs	s:Belmar:Trike	0	0	1141	0	0	1141
Turoyo	tru	g:Jastrow:Midin	0	0	73536	0	0	73536
Seediq	trv	s:Asai:Sedik:1953	0	0	16734	0	0	16734
Seediq	trv	s:Tsukida:Seediq:2005	1.29E-05	1	77797	0	0	402554
Seediq	trv	g:Holmer:Seediq	0	0	90324	0	0	90324
Seediq	trv	s:Asai:Sedik	0	0	17123	0	0	17123
Seediq	trv	es:Pecoraro:Taroko	0	0	145436	0	0	145436
Seediq	trv	g:Zhang:Saideke	0	0	1060	0	0	1060
Torwali	trw	g:Grierson:Torwali	0	0	63204	0	0	63204
Torwali	trw	s:Morgenstierne:Torwali	0	0	6302	0	0	6302
Torwali	trw	g:Lunsford:Torwali	0	0	44262	0	0	44262
Turung	try	s:Konwar:Turung	0	0	3909	0	0	3909
Tsamai	tsb	g:Sava:Tsamakko:PhD	0	0	90099	0	0	90099
Tswa	tsc	s:Persson:Tswa	0	0	59126	0	0	59126
Tswa	tsc	s:Gadelii:Xitshwa	0.000217912	3	13767	0	0	13767
Tsakonian	tsd	sv:Deffner:Zakonische	0	0	505	0	0	505
Tsakonian	tsd	g:Pernot:Tsakonien	0	0	215730	0	0	215730
Tsakonian	tsd	s:Oikonomos:Tsakonikes	0	0	65245	0	0	65245
Tsakonian	tsd	s:Scutt:Tsakonian	0	0	22759	0	0	22759
Tausug	tsg	s:Jun:Tausug	0	0	15801	0	0	15801
Tausug	tsg	typ:Armour:Tausug	0	0	138409	0	0	138409
Tausug	tsg	g:Rubino:Tausug	0	0	110706	0	0	110706
Tausug	tsg	sd:Cowie:Sulu	0	0	41594	0	0	41594
Tausug	tsg	s:Hardaker:Suluk	0	0	7877	0	0	7877
Tausug	tsg	s:Peneyra:Tausug	0	0	12742	0	0	12742
Southern-Coastal Tsimshian	tsi	g:Dunn:Tsimshian	0	0	20459	0	0	20459
Southern-Coastal Tsimshian	tsi	sd:Dunn:Smalgyax	0	0	73240	0	0	73240
Southern-Coastal Tsimshian	tsi	s:Boas:Tsimshian	0	0	54805	0	0	54805
Southern-Coastal Tsimshian	tsi	styp:Mulder:Coast-Tshimshian	0	0	82513	0	0	82513
Tshangla	tsj	s:Andvik:Tshangla	0	0	6880	0	0	6880
Tshangla	tsj	s:DasGupta:Central-Monpa	0	0	31766	0	0	31766
Tshangla	tsj	s:Zhang:Cangluo	0	0	62319	0	0	62319
Tshangla	tsj	s:Chakravarty:Monpa-Dirang	0	0	9988	0	0	9988
Tshangla	tsj	g:Andvik:Tshangla:1999	0	0	176094	0	0	176094
Tshangla	tsj	g:Andvik:Tshangla	0	0	178615	0	0	178615
Turkish Sign Language	tsm	s:Kubus:Turkish-Sign	0	0	41954	0	0	41954
Turkish Sign Language	tsm	ssoc:Zeshan:Turk-Isaret	0	0	350	0	0	350
Turkish Sign Language	tsm	s:Zeshan:Turk-Isaret	0	0	13013	0	0	13013
Tswana	tsn	s:Casalis:Sechuana	0	0	39615	0	0	39615
Tswana	tsn	s:Archbell:Bechuana	0	0	1057	0	0	1057
Tswana	tsn	g:Cole:Tswana:1975	0.000398952	67	167940	0	0	167940
Tswana	tsn	s:Fredoux:Tswana	0	0	8996	0	0	8996
Tswana	tsn	g:Cole:Tswana:1955	0.000401973	67	166678	0	0	166678
Tswana	tsn	g:ColeMpho:Tswana	0	0	38430	0	0	38430
Tswana	tsn	g:Cole:Tswana	0	0	2838	0	0	2838
Tsonga	tso	typ:Zerbian:Xichangana	0	0	6096	0	0	6096
Tsonga	tso	s:Sitoe:Changana	0	0	5904	0	0	5904
Tsonga	tso	typ:Langa:Changana	4.74E-05	3	63308	0	0	63308
Tsonga	tso	typ:Macaba:Changana	0	0	6658	0	0	6658
Tsonga	tso	g:Ouwehand:Tsonga	0	0	36490	0	0	36490
Tsonga	tso	g:Ribeiro:Changana	0	0	138686	0	0	138686
Tsonga	tso	s:Baumbach:Songa	0	0	36784	0	0	36784
Northern Toussian	tsp	s:Zaugg-Coretti:Toussian-Nord	0	0	49862	0	0	49862
Thai Sign Language	tsq	s:Woodward:Modern-Thai-Sign	0	0	3274	0	0	3274
Thai Sign Language	tsq	s:Danthanavanich:Thai-Sign	0	0	54074	0	0	54074
Akei	tsr	s:Ray:Tasiriki	0	0	5930	0	0	5930
Taiwan Sign Language	tss	s:TaiTsay:Hong-Kong-Sign	0	0	286563	0	0	286563
Taiwan Sign Language	tss	s:Smith:Taiwan-Sign	0	0	73031	0	0	73031
Taiwan Sign Language	tss	typ:Zhang:Taiwan-Sign	0	0	10322	0	0	10322
Taiwan Sign Language	tss	typ:TsaySmith:Taiwan-Sign	0	0	8716	0	0	8716
Taiwan Sign Language	tss	typ:Chang:Taiwan-Sign	0	0	10190	0	0	10190
Taiwan Sign Language	tss	s:TaiTsay:Taiwan-Sign-World	0	0	9083	0	0	9083
Tondi Songway Kiini	tst	gd:Heath:Tondi	0	0	171152	0	0	171152
Tsou	tsu	s:Zeitoun:Tsou	9.94E-06	4	402554	0	0	402554
Tsou	tsu	g:Szakos:Cou	0	0	217382	0	0	217382
Tsou	tsu	typ:Pan:Tsou	0	0	55714	0	0	55714
Tsou	tsu	g:Zeitoun:Tsou	0	0	1799	0	0	1799
Tsou	tsu	typ:Chang:Tsou	0	0	6180	0	0	6180
Tsogo	tsv	s:Raponda:Ebongwe:1996	0	0	6855	0	0	6855
Tsogo	tsv	s:Raponda:Tsogo:1996	0	0	15399	0	0	15399
Tsogo	tsv	s:Raponda:Tsogo	0	0	1208	0	0	1208
Tsogo	tsv	s:Raponda:Ebongwe	0	0	324	0	0	324
Salka-Tsishingini	tsw	g:Crozier:Cishingini	0	0	55989	0	0	55989
Purepecha	tsz	typ:Nava:Purepecha	0	0	3921	0	0	3921
Purepecha	tsz	g:Chamoreau:Purepecha	0	0	116681	0	0	116681
Purepecha	tsz	g:Basalenque:Tarasca	0	0	67152	0	0	67152
Purepecha	tsz	s:Swadesh:Tarasco	0	0	1954	0	0	1954
Purepecha	tsz	s:Gomez:Michoacan	0	0	22738	0	0	22738
Purepecha	tsz	g:Chamoreau:Purepecha:1998	0	0	168419	0	0	168419
Purepecha	tsz	typ:Capistran:Porhepecha	0	0	18744	0	0	18744
Purepecha	tsz	g:delaGrasserieLeon:Tarasque	0	0	68208	0	0	68208
Purepecha	tsz	g:Foster:Tarascan:1966	0	0	105637	0	0	105637
Purepecha	tsz	g:deLagunas:Michuacana	0	0	72990	0	0	72990
Purepecha	tsz	typ:Wares:Tarascan	0	0	1785	0	0	1785
Purepecha	tsz	g:Gilberti:Tarasca	0	0	49034	0	0	49034
Purepecha	tsz	g:Foster:Tarascan	0	0	101671	0	0	101671
Purepecha	tsz	s:Medina:Purhepecha	0	0	22479	0	0	22479
Tutelo	tta	gd:Oliverio:Tutelo	0	0	174398	0	0	174398
Tutelo	tta	s:Hale:Tutelo	0	0	23317	0	0	23317
Tutelo	tta	s:Hale:Tutelo:2001	0	0	21657	0	0	21657
Gaa	ttb	s:Boyd:Tiba	0	0	18415	0	0	18415
Tektiteko	ttc	s:Stevenson:Tectiteco	0	0	57499	0	0	57499
Tauade	ttd	es:Egidi:Tauata	0	0	9591	0	0	9591
Tutong	ttg	typ:Dulani:Tutong	0	0	0	0	0	0
Tobati	tti	typ:Purba:Tobati	0	0	3837	0	0	3837
Tobati	tti	s:Donohue:Tobati	0	0	6532	0	0	6532
Totoro	ttk	s:Gonzales:Nam-Trik	0	0	35351	0	0	35351
Totela	ttl	styp:Crane:Totela	0	0	153893	0	0	153893
Tawallammat Tamajaq	ttq	g:Sudlow:Tamasheq	0	0	89451	0	0	89451
Tera	ttr	g:Newman:Tera:1970	0.000141296	11	77851	0	0	77851
Northeastern Thai	tts	s:Paiboonwangcharoen:Nakhonthai	0	0	119287	0	0	119287
Northeastern Thai	tts	g:Kongsin:Northeastern-Thai	0	0	81985	0	0	81985
Muslim Tat	ttt	g:Grjunberg:Severoazerbaidzjanskikh	0	0	11291	0	0	11291
Muslim Tat	ttt	s:Grjunberg:Tatskij:1982	0	0	71660	0	0	71660
Torau	ttu	typ:Jepson:Focus-Torau	0	0	6485	0	0	6485
Titan	ttv	s:Meier:Moanus	0	0	10032	0	0	10032
Titan	ttv	st:Bowern:Titan	0	0	150552	0	0	150552
Sikaritai	tty	typ:Martin:Sikaritai	0	0	19274	0	0	19274
Tübatulabal	tub	g:Voegelin:Tubatulabal	0	0	54024	0	0	54024
Tübatulabal	tub	typ:Jensen:Tubatulabal	0	0	128943	0	0	128943
Tuyuca	tue	typ:BArnes:Tuyuca:Autosegments	0	0	140	0	0	140
Tuyuca	tue	typ:Barnes:Tuyuca	0	0	6468	0	0	6468
Tuyuca	tue	typ:Barnes:Tuyuca:Evidentials	0	0	5760	0	0	5760
Tuyuca	tue	typ:Malone:Tuyuca-Evidentials	0	0	7450	0	0	7450
Tuyuca	tue	s:BarnesMalone:Tuyuca	0	0	667057	0	0	667057
Central Tunebo	tuf	sd:Rochereau:Tuneba	0	0	51688	0	0	51688
Central Tunebo	tuf	s:Headland:Tunebo	0	0	9524	0	0	9524
Central Tunebo	tuf	g:Marquez:Tuneba	0	0	2148	0	0	2148
Central Tunebo	tuf	sd:Headland:Tunebo	0	0	96028	0	0	96028
Taulil	tuh	s:Laufer:Taulil	0	0	5442	0	0	5442
Taulil	tuh	sd:Futscher:Taulil	0	0	85033	0	0	85033
Tupuri	tui	g:Ruelland:Tupuri	0	0	222287	0	0	222287
Turkmen	tuk	s:Hoey:Turkmen	0	0	29787	0	0	29787
Turkmen	tuk	g:Blacher:Turkmene	0	0	59905	0	0	59905
Turkmen	tuk	g:Tyson:Turkmen	0	0	22747	0	0	22747
Turkmen	tuk	sd:Lastowka:Turkmen	0	0	72833	0	0	72833
Turkmen	tuk	s:Bulut:Iraqi-Turkman	0	0	11554	0	0	11554
Turkmen	tuk	g:Clark:Turkmen	0	0	224685	0	0	224685
Turkmen	tuk	s:Dulling:Turkmen	0	0	26727	0	0	26727
Tula	tul	s:Lukas:Tula	0	0	29594	0	0	29594
Tumbuka	tum	typ:Mphande:Chitumbuka:Ideophone	0.010859061	618	56911	0	0	56911
Tumbuka	tum	g:KishindoLipenga:Citumbuka	2.16E-05	1	46393	0	0	46393
Tumbuka	tum	typ:Downing:Tumbuka	0.000156568	1	6387	0	0	6387
Tunica	tun	g:Haas:Tunica	0	0	58077	0	0	58077
Tunica	tun	s:Swanton:Tunica	0	0	32793	0	0	32793
Tunica	tun	s:Haas:Tunica	0	0	198929	0	0	198929
Tucano	tuo	g:WestWelch:Tucano	0	0	32029	0	0	32029
Tucano	tuo	gd:Ramirez:Yepa-Masa	0	0	135517	0	0	135517
Tucano	tuo	g:West:Tucano	0	0	43071	0	0	43071
Tucano	tuo	s:WelchWest:Tucano	0	0	667057	0	0	667057
Tucano	tuo	g:Sorensen:Tukano	0	0	56957	0	0	56957
Tucano	tuo	s:Kok:Tokano	0	0	8812	0	0	8812
Tucano	tuo	es:Giacone:Tucanos	0	0	18374	0	0	18374
Tucano	tuo	g:Bruzzi:Tukano	0	0	7153	0	0	7153
Tedaga	tuq	g:LeCoeurLeCoeur:Teda-Daza	0	0	59650	0	0	59650
Turkish	tur	s:Kerslake:Ottoman-Turkish	0	0	11531	0	0	11531
Turkish	tur	typ:Cabadag:Turkeiturkischen	0	0	101992	0	0	101992
Turkish	tur	g:deCarbognano:Turca	0	0	1107	0	0	1107
Turkish	tur	g:Ketrez:Turkish	0	0	115441	0	0	115441
Turkish	tur	s:Dmitriev:Turetskij	0	0	109240	0	0	109240
Turkish	tur	g:Viguier:Turque	0	0	1288	0	0	1288
Turkish	tur	s:Vaughan:Turkish	0	0	26956	0	0	26956
Turkish	tur	g:Lewis:Turkish	0	0	104362	0	0	104362
Turkish	tur	s:DuRyer:Turcicae	0	0	7	0	0	7
Turkish	tur	g:Stachowski:Tureckiego	0	0	97027	0	0	97027
Turkish	tur	svb:Hazai:Turkischen	0	0	72779	0	0	72779
Turkish	tur	g:Kornfilt:Turskish	5.03E-05	9	178964	0	0	178964
Turkish	tur	s:Guzev:Staroosmanskij	0	0	100209	0	0	100209
Tuscarora	tus	g:Williams:Tuscarora:1974	0	0	61166	0	0	61166
Tuscarora	tus	g:Williams:Tuscarora	0	0	59509	0	0	59509
Tututni	tuu	s:Golla:Tututni	0	0	7324	0	0	7324
Tututni	tuu	s:Sapir:Chasta	0	0	20585	0	0	20585
Turkana	tuv	st:Best:Turkana	0	0	38038	0	0	38038
Turkana	tuv	s:Barton:Turkana	0	0	9547	0	0	9547
Turkana	tuv	s:Dimmendaal:Turkana	7.53E-05	1	13285	0	0	145008
Turkana	tuv	typ:Dimmendaal:Teso-Turkana	0	0	11328	0	0	11328
Turkana	tuv	g:Dimmendaal:Turkana	0.000128488	21	163440	0	0	163440
Tugen	tuy	styp:Jerono:Tugen	0	0	44902	0	0	44902
Tugen	tuy	typ:Jerono:Tugen	0	0	801	0	0	801
Tsuvadi	tvd	s:Lovelace:Tsuvadi	0	0	23327	0	0	23327
Te'un	tve	s:Chlenova:Teun	0	0	4792	0	0	4792
Southeast Ambrym	tvk	s:Crowley:Ambrym	0	0	3208	0	0	3208
Tuvalu	tvl	s:Kennedy:Tuvaluan	0	0	9149	0	0	9149
Tuvalu	tvl	g:Besnier:Tuvaluan	2.31E-05	7	302997	0	0	302997
Tidore	tvo	typ:Kakerissa:Tidore	0	0	13574	0	0	13574
Tidore	tvo	g:vanStaden:Tidore	0	0	201650	0	0	201650
Tutsa Naga	tvt	s:Rekhung:Tutsa	0	0	15729	0	0	15729
Tunen	tvu	s:Mous:Nen	0	0	11698	0	0	11698
Tunen	tvu	typ:Mous:BantuOV	0	0	6685	0	0	6685
Tunen	tvu	g:Dugast:Tunen	0	0	144562	0	0	144562
Timor Pidgin	tvy	s:Baxter:Bidau	0	0	11290	0	0	11290
Twana	twa	styp:Thompson:Twana	0	0	3752	0	0	3752
Twents	twd	sd:Wanink:Twents-Achterhoeks	0	0	19993	0	0	19993
Twents	twd	g:Entjes:Vriezenveen	0	0	357993	0	0	357993
Teiwa	twe	g:Klamer:Teiwa	0	0	151438	0	0	151438
Taos Northern Tiwa	twf	s:Trager:Taos	0	0	198929	0	0	198929
Taos Northern Tiwa	twf	s:Harrington:Tiwa	0	0	13828	0	0	13828
Tai Dón	twh	sd:Savina:Tay	0	0	187514	0	0	187514
Tai Dón	twh	s:Donaldson:White-Tai	0	0	38379	0	0	38379
Tasawaq	twq	s:Kossmann:Tasawaq	0	0	13482	0	0	13482
Termanu	twu	s:Fanggidaej:Rottineesche	0	0	6976	0	0	6976
Termanu	twu	s:FoxGrimes:Roti	0	0	2797	0	0	2797
Termanu	twu	g:Jonker:Rottineesche	0	0	425393	0	0	425393
Termanu	twu	typ:Kumanireng:Rote	0	0	21478	0	0	21478
Tawoyan	twy	s:Poerwadi:Tawoyan	0	0	22806	0	0	22806
Tawoyan	twy	s:Ngabut:Tawoyan	0	0	14049	0	0	14049
Tombonuo	txa	s:King:Tombonuo	0	0	60160	0	0	60160
Tombonuo	txa	s:Omar:Paitan	0	0	4261	0	0	4261
Totoli	txe	typ:HimmelmannRiesberg:Totoli	0	0	12402	0	0	12402
Totoli	txe	s:Inghuongetal:Totoli	0	0	18166	0	0	18166
Totoli	txe	s:Sofyanetal:Totoli	0	0	15762	0	0	15762
Tangut	txg	s:Hwang-Cherng:Tangut	0	0	5617	0	0	5617
Tangut	txg	s:Laufer:Si-Hia	0	0	49130	0	0	49130
Tangut	txg	g:Keping:Tangutskij	0	0	314931	0	0	314931
Tangut	txg	g:Sofronov:Tangutskogo	0	0	30261	0	0	30261
Tangut	txg	s:Nishida:Seika	0	0	5887	0	0	5887
Ikpeng	txi	g:Pacheco:Ikpeng	0	0	72822	0	0	72822
Ikpeng	txi	s:Pacheco:Ikpeng	0	0	46913	0	0	46913
Ikpeng	txi	typ:Chagas:Ikpeng	0	0	16062	0	0	16062
Tarjumo	txj	typ:Bondarev:Old-Kanembu	0	0	10330	0	0	10330
West Tarangan	txn	s:Nivens:WTarangan	0	0	3492	0	0	3492
West Tarangan	txn	s:Chlenova:Tarangan-Dobel	0	0	2110	0	0	2110
West Tarangan	txn	s:Wattimuryetal:Tarangan	0	0	15968	0	0	15968
Toto	txo	s:Chakrabarty:Toto	0	0	61575	0	0	61575
Citak	txt	s:Kruidhof:Citak	0	0	610	0	0	610
Kayapó	txu	s:Reis:Mebengokre	0	0	21967	0	0	21967
Kayapó	txu	g:Jefferson:Kayapo	0	0	57539	0	0	57539
Kayapó	txu	s:Sala:Kaiapo:1920	0	0	2902	0	0	2902
Kayapó	txu	s:Ehrenreich:Cayapo	0	0	7192	0	0	7192
Kayapó	txu	typ:ReisSalanova:Mebengokre	0	0	7100	0	0	7100
Kayapó	txu	s:Salanova:Mebengokre	0	0	41099	0	0	41099
Kayapó	txu	s:Maria:Kaiapo	0	0	3941	0	0	3941
Kayapó	txu	s:daCosta:Xikrin	0	0	14043	0	0	14043
Tatana	txx	s:Pekkanen:Tatana	0	0	60160	0	0	60160
Tatana	txx	g:Dillon:Tatana	0	0	53449	0	0	53449
